sentiment,guj_text,eng_text
entertainment,"ટાઇગરની બહેને શેર કરી ટોપલેસ તસવીરો, ઇન્ટરનેટ પર મચી સનસની","Tiger's sister shares topless pictures, creates sensation on the internet"
entertainment,નીતૂ કપૂરે પેરિસમાં પરિવાર સાથેઉજવ્યો જન્મ દિવસ,Neetu Kapoor celebrated her birthday with her family in Paris
tech,Paris Auto Show: જગુઆરની I-Pace ફૂલ ચાર્જમાં ચાલે છે 470 કિમી,Paris Auto Show: Jaguar's I-Pace runs 470 km on a full charge
tech,લોન્ચ થયો સૌથી વધુ ડિમાન્ડ વાળો Redmi Note 5 Pro ફોન ખરીદીની મળશે તક,"The most in-demand Redmi Note 5 Pro phone has been launched, you will get a chance to buy it"
business,ખુશખબર! સળંગ બીજા દિવસે રૂ. 150 સુધી સસ્તુ થયું સોનું,Good news! Gold falls by Rs. 150 for the second consecutive day
entertainment,અબુ સાલેમની પૂર્વ માશૂકાને પાસપોર્ટ કેસમાં મળ્યો મોટો ઝટકો,Abu Salem's ex-girlfriend gets a big blow in passport case
business,"શું નોટબંધીથી આતંકવાદ અટકશે? ઇકોનોમી ક્યાં જશે? શું માને છે એક્સપર્ટ, જાણો","Will demonetisation stop terrorism? Where will the economy go? What do experts believe, find out"
entertainment,"બોલ્ડ સીન્સથી ભરપૂર છે આ ફિલ્મ, અભિનેત્રીએ કહ્યું- ફિલ્મની ડિમાન્ડ હતી","This film is full of bold scenes, the actress said – there was a demand for the film"
business,"PM KISAN: જો તમારા ખાતામાં રૂ. 2,000 ન આવ્યા હોય તો આ રીતે કરો ફરિયાદ","PM KISAN: If Rs. 2,000 has not been deposited in your account, then file a complaint like this"
entertainment,VIDEO: જેક્લિન જેવી લચીલી બોડી મેળવવી હોય તો કરવી પડે આવી મહેનત,"VIDEO: If you want to get a flexible body like Jacqueline, you have to work hard like this"
entertainment,મર્ડરથી ચર્ચામાં આવેલી બોલ્ડ અભિનેત્રી મલ્લિકા શેરાવત પાસે ઘર ભાડું ચુકવવાના પૈસા નથી,"Bold actress Mallika Sherawat, who came into limelight after her murder, has no money to pay the rent."
business,"પર્સનલ લોન લેતી વખતે બેંક નથી જણાવતી આ બાબતો, તમને થાય છે મોટું નુકસાન","Banks do not tell you these things while taking a personal loan, you suffer big losses"
tech,"હવે ઇન્સ્ટાગ્રામ પર પણ કરી શકશો Payment,આવી રીતે કરશે કામ","Now you can make payments on Instagram too, this is how it will work"
business,"સેન્સેક્સમાં 115 પૉઇન્ટનો ઘટાડો, નિફ્ટી 10570ની પર બંધ","Sensex falls 115 points, Nifty closes at 10570"
entertainment,#Chaupal : બોલવાની આઝાદી છીનવી લે છે રાજકારણ- રવીના ટંડન,#Chaupal: Politics takes away freedom of speech- Raveena Tandon
tech,ગૂગલની આ ટેકનોલોજીથી જુની તસવરો પણ થઈ જશે રંગીન,This technology from Google will make even old photos colorful
business,બેંકકૌભાંડી નીરવ મોદી બાદ તેના નજીકના 8 સહયોગી પણ દેશ છોડી ભાગ્યા,"After bank fraudster Nirav Modi, 8 of his close associates also fled the country"
business,"21 સરકારી બેંકો સાથે એક વર્ષમાં 25,775 કરોડ રૂપિયાની છેતરપિંડી: આરટીઆઈ","21 government banks defrauded to the tune of Rs 25,775 crore in a year: RTI"
entertainment,"હિના ખાને શેર કર્યો એથનિક લૂક, જોઇને વધી જશે દિલની ધડકન","Hina Khan shared an ethnic look, the heartbeat will increase after seeing it"
business,"સુરતઃરાંદેર કો.ઓ.બેન્કોમાં ચલણી નોટો જ નથી,ગ્રાહકોને અપાયા 10-10 ના સિક્કા","Surat: Rander Co-O Bank has no currency notes, customers were given Rs. 10 coins"
business,"શેરબજારમાં ભારે ઉતારચઢાવ, 1500 પોઇન્ટના કડાકા પછી સેન્સેક્સ રીકવરી તરફ","Huge ups and downs in the stock market, Sensex towards recovery after 1500 point fall"
business,પતંજલિના 5000 કરોડના બિઝનેશ અંગે શું કહી રહ્યા છે બાબા રામદેવ? જોવો Video,What is Baba Ramdev saying about Patanjali's 5000 crore business? Watch Video
tech,શું તમારા ફોનમાં પણ બ્લાસ્ટ થઇ શકે છે?,Can your phone explode too?
tech,"લોન્ચ થયું WhatsAppનું ગ્રુપ કોલિંગ ફિચર, આજથી જ યૂઝર્સ કરી શકશે ઉપયોગ","WhatsApp's group calling feature launched, users will be able to use it from today itself"
entertainment,"Netflixની નવી સિરીઝમાં ઇમરાન હાશ્મી બનશે 'જાસૂસ', શાહરુખે કર્યુ સ્વાગત","Emraan Hashmi to play 'spy' in Netflix's new series, Shah Rukh welcomes it"
business,"સુરત કાપડ ઉદ્યોગ બન્યું ઠગાઈનું ઘર,બે બંધુઓ 3કરોડનું ફૂલેકું ફેરવી ફરાર","Surat textile industry becomes a place of fraud, two brothers abscond after embezzling Rs 3 crore"
business,"RBIએ ફરી વધાર્યો રેપોરેટ, મોંઘી થશે ઘરની લોન, શું છે આ રેપોરેટ?","RBI increased the rate again, home loan will be expensive, what is this rate?"
entertainment,કમલ હાસનની દીકરી અક્ષરાની પ્રાઈવેટ તસવીરો થઇ લિક,Kamal Haasan's daughter Akshara's private pictures leaked
business,"પત્નીને આપશો ATM કાર્ડ તો થઇ શકે છે મોટું નુકસાન, જાણો તેના નિયમ","Giving an ATM card to your wife can cause big damage, know its rules"
business,"ત્રણ મોટી બેંક થશે એક, બેંક ઓફ બરોડા, વિજ્યા, અને દેના બેંકનો વિલયઃ કેન્દ્ર","Three big banks will become one, Bank of Baroda, Vijaya, and Dena Bank will merge: Center"
business,"GES 2017: જ્યારે રોબોર્ટે બનાવી રેટિયો કાંતતા ગાંધીજીની પ્રતિકૃતિ, જુઓ વિડિયો","GES 2017: When a robot made a replica of Gandhiji while spinning a ratio, watch the video"
entertainment,Video:અંડમાનમાં રજાઓ માણી રહી છે 'હેટ સ્ટોરી 2' ની હોટ હિરોઇન,Video: The hot heroine of 'Hate Story 2' is enjoying her vacation in Andaman
business,"ગ્રાહકોની એક ભૂલથી SBIએ 39 કરોડની કમાણી કરી, જાણો કેવી રીતે ?","SBI earned Rs 39 crores due to a customer mistake, know how?"
